0	-1	LWAC	WAC	AGM02	GE	MG504B	192.168.2.81	5007360	AUPE2WAC	2.0	"Left wide-angle camera"
1	0	RWAC	WAC	AGM03	GE	MG504B	192.168.2.82	5007362	AUPE2WAC	2.0	"Right wide-angle camera"
2	-1	HRC	HRC	AGM04	GE	MG146B	192.168.2.83	5006694	AUPE2HRC	2.0	"High resolution camera"
